trip_id,timestamp,accel_x,accel_y,accel_z,speed_kmh,accel_magnitude,delta_speed,delta_time,speed_change_rate,start_datetime,end_datetime
TRIP002,2024-02-06 07:30:00,0.4,0.2,9.7,52.0,9.710303805751908,20.0,360.0,0.0555555555555555,2024-02-06 07:15:00,2024-02-06 07:38:00
TRIP002,2024-02-06 07:37:30,1.8,1.2,9.1,15.0,9.353608929178083,-37.0,450.0,-0.0822222222222222,2024-02-06 07:15:00,2024-02-06 07:38:00
TRIP002,2024-02-06 07:38:00,0.2,0.1,9.8,0.0,9.802550688468791,-15.0,30.0,-0.5,2024-02-06 07:15:00,2024-02-06 07:38:00
TRIP003,2024-02-06 06:03:07,2.3,0.5,9.0,21.0,9.302687783646189,,,,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 06:10:00,0.7,1.6,9.7,20.0,9.855962662266938,-1.0,413.0,-0.0024213075060532,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 06:22:52,0.4,0.4,9.0,31.0,9.017760254076396,11.0,772.0,0.0142487046632124,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 06:24:09,1.4,0.9,9.2,10.0,9.34933152690608,-21.0,77.0,-0.2727272727272727,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 06:24:30,1.0,1.3,9.0,58.0,9.148223871331528,48.0,21.0,2.2857142857142856,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 06:25:52,0.8,1.0,9.4,28.0,9.486832980505138,-30.0,82.0,-0.3658536585365853,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 06:25:57,1.6,0.3,9.4,60.0,9.539916142189092,32.0,5.0,6.4,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 07:52:00,0.3,0.2,9.8,0.0,9.806630410084802,-60.0,5163.0,-0.0116211504938988,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 07:52:30,0.9,0.4,9.6,28.0,9.650388593212192,28.0,30.0,0.9333333333333332,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 08:00:00,0.5,0.3,9.7,55.0,9.717509969122748,27.0,450.0,0.06,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 08:08:00,0.4,0.2,9.7,48.0,9.710303805751908,-7.0,480.0,-0.0145833333333333,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 08:14:30,1.6,1.0,9.2,22.0,9.391485505499116,-26.0,390.0,-0.0666666666666666,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP003,2024-02-06 08:15:00,0.2,0.1,9.8,0.0,9.802550688468791,-22.0,30.0,-0.7333333333333333,2024-02-06 07:52:00,2024-02-06 08:15:00
TRIP004,2024-02-06 06:02:41,1.2,0.7,8.9,21.0,9.007774419910836,,,,2024-02-06 08:28:00,2024-02-06 08:52:00
TRIP004,2024-02-06 06:02:45,1.0,0.4,8.7,39.0,8.766413177577245,18.0,4.0,4.5,2024-02-06 08:28:00,2024-02-06 08:52:00
TRIP004,2024-02-06 06:04:31,2.8,1.8,9.6,23.0,10.16070863670443,-16.0,106.0,-0.1509433962264151,2024-02-06 08:28:00,2024-02-06 08:52:00
TRIP004,2024-02-06 06:15:56,2.6,0.2,9.3,41.0,9.65867485734974,18.0,685.0,0.0262773722627737,2024-02-06 08:28:00,2024-02-06 08:52:00
TRIP004,2024-02-06 06:18:17,2.9,1.4,8.7,47.0,9.276852914647291,6.0,141.0,0.0425531914893617,2024-02-06 08:28:00,2024-02-06 08:52:00
TRIP004,2024-02-06 06:27:32,0.2,1.0,8.7,59.0,8.75956619930462,12.0,555.0,0.0216216216216216,2024-02-06 08:28:00,2024-02-06 08:52:00
TRIP004,2024-02-06 06:29:24,0.4,0.5,9.2,8.0,9.222255689363635,-51.0,112.0,-0.4553571428571428,2024-02-06 08:28:00,2024-02-06 08:52:00
TRIP005,2024-02-06 06:11:42,0.7,1.3,8.8,31.0,8.923003978481686,,,,2024-02-06 09:15:00,2024-02-06 09:42:00
TRIP005,2024-02-06 06:16:08,0.8,1.0,9.0,6.0,9.090654541890808,-25.0,266.0,-0.093984962406015,2024-02-06 09:15:00,2024-02-06 09:42:00
TRIP005,2024-02-06 06:17:19,2.3,1.7,9.6,2.0,10.016985574512924,-4.0,71.0,-0.056338028169014,2024-02-06 09:15:00,2024-02-06 09:42:00
TRIP005,2024-02-06 06:18:51,0.5,0.3,8.9,57.0,8.919080670113933,55.0,92.0,0.5978260869565217,2024-02-06 09:15:00,2024-02-06 09:42:00
TRIP005,2024-02-06 06:19:15,2.8,1.0,8.8,23.0,9.2887028157865,-34.0,24.0,-1.4166666666666667,2024-02-06 09:15:00,2024-02-06 09:42:00
TRIP005,2024-02-06 06:20:21,0.3,0.8,9.8,33.0,9.837174391053562,10.0,66.0,0.1515151515151515,2024-02-06 09:15:00,2024-02-06 09:42:00
TRIP005,2024-02-06 06:29:22,2.3,0.3,9.1,11.0,9.390953093270138,-22.0,541.0,-0.0406654343807763,2024-02-06 09:15:00,2024-02-06 09:42:00
TRIP006,2024-02-06 06:03:54,2.4,0.4,8.9,37.0,9.226592003551474,,,,2024-02-06 10:05:00,2024-02-06 10:28:00
TRIP006,2024-02-06 06:09:29,0.6,1.2,9.3,31.0,9.396275858019496,-6.0,335.0,-0.017910447761194,2024-02-06 10:05:00,2024-02-06 10:28:00
TRIP006,2024-02-06 06:15:31,1.0,1.5,9.0,48.0,9.17877987534291,17.0,362.0,0.0469613259668508,2024-02-06 10:05:00,2024-02-06 10:28:00
TRIP006,2024-02-06 06:19:08,0.1,0.2,9.6,57.0,9.60260381354974,9.0,217.0,0.0414746543778801,2024-02-06 10:05:00,2024-02-06 10:28:00
TRIP006,2024-02-06 06:19:22,1.8,1.8,8.7,48.0,9.064766957842876,-9.0,14.0,-0.6428571428571429,2024-02-06 10:05:00,2024-02-06 10:28:00
TRIP007,2024-02-06 06:02:06,1.4,1.6,9.6,45.0,9.832598842625483,,,,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:03:07,2.0,1.3,9.3,1.0,9.601041610158765,-44.0,61.0,-0.7213114754098361,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:05:21,0.8,1.1,8.7,26.0,8.805679985100525,25.0,134.0,0.1865671641791045,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:07:31,1.4,0.6,9.6,48.0,9.720082304178293,22.0,130.0,0.1692307692307692,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:10:59,1.4,0.9,8.8,30.0,8.95600357302296,-18.0,208.0,-0.0865384615384615,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:15:02,1.4,0.6,9.0,33.0,9.12797896579522,3.0,243.0,0.0123456790123456,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:20:20,0.1,1.7,8.7,8.0,8.865100112237876,-25.0,318.0,-0.0786163522012578,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:22:10,1.2,1.8,9.1,15.0,9.353608929178083,7.0,110.0,0.0636363636363636,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP007,2024-02-06 06:25:31,1.0,0.2,9.1,58.0,9.156964562561113,43.0,201.0,0.2139303482587064,2024-02-06 10:48:00,2024-02-06 11:15:00
TRIP008,2024-02-06 06:01:54,0.8,0.2,8.9,17.0,8.93812060782355,,,,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 06:02:25,1.6,0.6,9.1,34.0,9.259049627256568,17.0,31.0,0.5483870967741935,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 06:07:51,1.8,0.1,9.4,3.0,9.57131129992124,-31.0,326.0,-0.0950920245398773,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 06:08:24,1.8,0.2,8.6,42.0,8.788629017087933,39.0,33.0,1.181818181818182,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 06:13:03,2.6,1.7,8.8,52.0,9.332202312423366,10.0,279.0,0.03584229390681,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 06:15:44,1.9,1.0,9.4,57.0,9.642095207992918,5.0,161.0,0.031055900621118,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 06:18:13,0.5,0.2,8.6,18.0,8.616843969807043,-39.0,149.0,-0.261744966442953,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 06:20:27,1.6,1.8,9.6,17.0,9.897474425326898,-1.0,134.0,-0.0074626865671641,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 17:30:00,0.3,0.2,9.8,0.0,9.806630410084802,-17.0,40173.0,-0.0004231697906554,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 17:30:30,1.2,0.7,9.5,35.0,9.601041610158765,35.0,30.0,1.1666666666666667,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 17:38:00,0.6,0.3,9.6,58.0,9.623408959407264,23.0,450.0,0.0511111111111111,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 17:45:00,0.5,0.2,9.7,52.0,9.714936952960633,-6.0,420.0,-0.0142857142857142,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 17:52:00,0.4,0.2,9.7,48.0,9.710303805751908,-4.0,420.0,-0.0095238095238095,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 17:57:30,1.5,1.1,9.3,25.0,9.484197383015603,-23.0,330.0,-0.0696969696969697,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP008,2024-02-06 17:58:00,0.2,0.1,9.8,0.0,9.802550688468791,-25.0,30.0,-0.8333333333333334,2024-02-06 17:30:00,2024-02-06 17:58:00
TRIP009,2024-02-06 06:09:26,0.2,0.7,8.7,16.0,8.730406634286858,,,,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP009,2024-02-06 06:11:58,0.1,1.8,9.2,25.0,9.374966666607406,9.0,152.0,0.0592105263157894,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP009,2024-02-06 06:15:00,0.3,0.6,8.9,20.0,8.925245094673873,-5.0,182.0,-0.0274725274725274,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP009,2024-02-06 06:16:11,0.3,1.7,8.6,6.0,8.771544903835355,-14.0,71.0,-0.1971830985915492,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP009,2024-02-06 06:21:53,1.6,1.4,9.6,21.0,9.832598842625483,15.0,342.0,0.043859649122807,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP009,2024-02-06 06:24:36,0.4,1.8,9.5,49.0,9.677293009927933,28.0,163.0,0.1717791411042944,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP009,2024-02-06 06:25:29,1.3,0.3,9.2,14.0,9.29623579735368,-35.0,53.0,-0.660377358490566,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP009,2024-02-06 06:25:33,2.0,1.2,9.6,60.0,9.879271228182777,46.0,4.0,11.5,2024-02-06 18:15:00,2024-02-06 18:42:00
TRIP010,2024-02-06 06:00:59,2.9,1.3,8.8,10.0,9.356281312572854,,,,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:03:21,2.3,1.4,8.6,10.0,9.011659114724658,0.0,142.0,0.0,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:05:16,2.0,0.5,8.6,54.0,8.843641783790204,44.0,115.0,0.3826086956521739,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:07:40,3.0,1.8,9.1,7.0,9.749358953285082,-47.0,144.0,-0.3263888888888889,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:10:19,1.9,2.0,9.4,0.0,9.79642792042079,-7.0,159.0,-0.0440251572327044,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:13:44,2.1,1.2,8.7,42.0,9.029950165975446,42.0,205.0,0.2048780487804878,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:15:59,2.9,0.4,9.8,55.0,10.227903010881557,13.0,135.0,0.0962962962962963,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:18:46,0.2,0.3,8.8,7.0,8.807383266328314,-48.0,167.0,-0.2874251497005988,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:21:43,0.7,0.6,9.5,49.0,9.544631999192006,42.0,177.0,0.2372881355932203,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 06:26:44,1.7,1.5,8.7,18.0,8.990550594930212,-31.0,301.0,-0.1029900332225913,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:05:00,0.3,0.2,9.8,0.0,9.806630410084802,-18.0,45496.0,-0.0003956391770705,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:05:30,1.4,0.8,9.4,38.0,9.537295214053092,38.0,30.0,1.2666666666666666,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:15:00,0.6,0.3,9.6,62.0,9.623408959407264,24.0,570.0,0.0421052631578947,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:22:00,3.8,2.9,7.8,42.0,9.148223871331528,-20.0,420.0,-0.0476190476190476,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:22:30,5.2,4.1,6.3,22.0,9.14002188181188,-20.0,30.0,-0.6666666666666666,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:23:00,6.8,5.4,4.8,8.0,9.92169340384997,-14.0,30.0,-0.4666666666666667,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:23:30,4.5,3.6,7.1,15.0,9.144397191723463,7.0,30.0,0.2333333333333333,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:24:00,2.8,2.1,8.5,28.0,9.192388155425116,13.0,30.0,0.4333333333333333,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:30:00,0.5,0.3,9.7,55.0,9.717509969122748,27.0,360.0,0.075,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:34:30,1.4,0.9,9.4,18.0,9.546203433826456,-37.0,270.0,-0.137037037037037,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP010,2024-02-06 19:35:00,0.2,0.1,9.8,0.0,9.802550688468791,-18.0,30.0,-0.6,2024-02-06 19:05:00,2024-02-06 19:35:00
TRIP011,2024-02-06 06:13:00,1.2,1.4,9.6,9.0,9.77547952787995,,,,2024-02-06 08:00:00,2024-02-06 08:32:00
TRIP011,2024-02-06 06:13:11,0.9,1.5,9.4,58.0,9.561380653441216,49.0,11.0,4.454545454545454,2024-02-06 08:00:00,2024-02-06 08:32:00
TRIP011,2024-02-06 06:28:25,1.3,1.8,9.3,44.0,9.561380653441216,-14.0,914.0,-0.0153172866520787,2024-02-06 08:00:00,2024-02-06 08:32:00
TRIP011,2024-02-06 06:29:04,1.1,1.4,9.2,20.0,9.3706990134141,-24.0,39.0,-0.6153846153846154,2024-02-06 08:00:00,2024-02-06 08:32:00
TRIP011,2024-02-06 06:29:24,1.5,1.7,9.0,4.0,9.281163720137686,-16.0,20.0,-0.8,2024-02-06 08:00:00,2024-02-06 08:32:00
TRIP012,2024-02-06 06:07:18,1.1,1.6,8.7,8.0,8.91403387922662,,,,2024-02-06 08:50:00,2024-02-06 09:18:00
TRIP012,2024-02-06 06:11:09,2.3,0.4,8.7,34.0,9.007774419910834,26.0,231.0,0.1125541125541125,2024-02-06 08:50:00,2024-02-06 09:18:00
TRIP012,2024-02-06 06:11:16,1.9,1.4,8.7,57.0,9.014432871789548,23.0,7.0,3.2857142857142856,2024-02-06 08:50:00,2024-02-06 09:18:00
TRIP012,2024-02-06 06:17:27,0.4,1.8,8.7,2.0,8.89325587172662,-55.0,371.0,-0.1482479784366576,2024-02-06 08:50:00,2024-02-06 09:18:00
TRIP012,2024-02-06 06:18:06,2.8,1.2,9.1,7.0,9.596353474106714,5.0,39.0,0.1282051282051282,2024-02-06 08:50:00,2024-02-06 09:18:00
TRIP012,2024-02-06 06:21:08,2.7,1.2,9.7,14.0,10.140019723846695,7.0,182.0,0.0384615384615384,2024-02-06 08:50:00,2024-02-06 09:18:00
TRIP012,2024-02-06 06:26:26,1.1,1.2,9.5,41.0,9.638464608017191,27.0,318.0,0.0849056603773584,2024-02-06 08:50:00,2024-02-06 09:18:00
TRIP013,2024-02-06 06:10:34,1.7,1.3,8.9,8.0,9.153687781435416,,,,2024-02-06 09:45:00,2024-02-06 10:22:00
TRIP013,2024-02-06 06:19:25,1.0,1.1,8.5,18.0,8.629020801921849,10.0,531.0,0.0188323917137476,2024-02-06 09:45:00,2024-02-06 10:22:00
TRIP013,2024-02-06 06:21:06,2.7,0.8,8.7,4.0,9.144397191723463,-14.0,101.0,-0.1386138613861386,2024-02-06 09:45:00,2024-02-06 10:22:00
TRIP013,2024-02-06 06:23:52,1.0,2.0,9.4,17.0,9.66229786334493,13.0,166.0,0.0783132530120482,2024-02-06 09:45:00,2024-02-06 10:22:00
TRIP013,2024-02-06 06:25:13,2.7,1.0,9.6,41.0,10.022474744293447,24.0,81.0,0.2962962962962963,2024-02-06 09:45:00,2024-02-06 10:22:00
TRIP014,2024-02-06 06:02:34,1.4,1.7,9.2,3.0,9.459915433025817,,,,2024-02-06 06:30:00,2024-02-06 06:52:00
TRIP014,2024-02-06 06:04:43,2.6,0.2,9.1,23.0,9.466255859631092,20.0,129.0,0.1550387596899224,2024-02-06 06:30:00,2024-02-06 06:52:00
TRIP014,2024-02-06 06:08:04,2.6,2.0,9.6,56.0,10.14494948237792,33.0,201.0,0.1641791044776119,2024-02-06 06:30:00,2024-02-06 06:52:00
TRIP014,2024-02-06 06:14:26,2.6,1.5,9.8,38.0,10.249390225764651,-18.0,382.0,-0.0471204188481675,2024-02-06 06:30:00,2024-02-06 06:52:00
TRIP014,2024-02-06 06:20:35,2.7,1.0,8.9,31.0,9.354143466934854,-7.0,369.0,-0.018970189701897,2024-02-06 06:30:00,2024-02-06 06:52:00
TRIP014,2024-02-06 06:26:42,2.8,1.6,9.6,51.0,10.12719112093773,20.0,367.0,0.0544959128065395,2024-02-06 06:30:00,2024-02-06 06:52:00
TRIP014,2024-02-06 06:29:24,1.5,0.6,8.8,40.0,8.947066558375433,-11.0,162.0,-0.0679012345679012,2024-02-06 06:30:00,2024-02-06 06:52:00
TRIP015,2024-02-06 06:00:58,1.5,0.7,9.1,22.0,9.249324299644812,,,,2024-02-06 07:10:00,2024-02-06 07:38:00
TRIP015,2024-02-06 06:07:54,0.9,0.6,9.6,4.0,9.66074531286277,-18.0,416.0,-0.0432692307692307,2024-02-06 07:10:00,2024-02-06 07:38:00
TRIP015,2024-02-06 06:08:09,1.8,0.5,9.5,2.0,9.681941953967703,-2.0,15.0,-0.1333333333333333,2024-02-06 07:10:00,2024-02-06 07:38:00
TRIP015,2024-02-06 06:17:11,0.7,1.3,9.4,58.0,9.515250916292224,56.0,542.0,0.1033210332103321,2024-02-06 07:10:00,2024-02-06 07:38:00
TRIP016,2024-02-06 06:01:07,2.1,0.5,9.1,15.0,9.352539762011173,,,,2024-02-06 14:00:00,2024-02-06 14:28:00
TRIP016,2024-02-06 06:08:39,2.3,0.8,8.6,15.0,8.938120607823548,0.0,452.0,0.0,2024-02-06 14:00:00,2024-02-06 14:28:00
TRIP016,2024-02-06 06:11:19,2.6,1.8,9.1,33.0,9.63379468330107,18.0,160.0,0.1125,2024-02-06 14:00:00,2024-02-06 14:28:00
TRIP016,2024-02-06 06:17:54,1.8,2.0,9.6,18.0,9.969954864491614,-15.0,395.0,-0.0379746835443038,2024-02-06 14:00:00,2024-02-06 14:28:00
TRIP016,2024-02-06 06:20:11,0.3,1.1,8.9,28.0,8.972736483370054,10.0,137.0,0.072992700729927,2024-02-06 14:00:00,2024-02-06 14:28:00
TRIP017,2024-02-06 06:02:27,1.3,1.5,9.1,29.0,9.313968005098578,,,,2024-02-06 14:52:00,2024-02-06 15:25:00
TRIP017,2024-02-06 06:05:48,0.6,1.3,9.0,43.0,9.113177272499422,14.0,201.0,0.0696517412935323,2024-02-06 14:52:00,2024-02-06 15:25:00
TRIP017,2024-02-06 06:07:34,2.5,1.8,9.7,26.0,10.17742600071354,-17.0,106.0,-0.160377358490566,2024-02-06 14:52:00,2024-02-06 15:25:00
TRIP017,2024-02-06 06:11:17,1.1,1.0,8.9,14.0,9.023303164584464,-12.0,223.0,-0.0538116591928251,2024-02-06 14:52:00,2024-02-06 15:25:00
TRIP017,2024-02-06 06:15:05,2.3,0.5,9.2,59.0,9.496315074806647,45.0,228.0,0.1973684210526315,2024-02-06 14:52:00,2024-02-06 15:25:00
TRIP017,2024-02-06 06:17:19,2.4,1.1,8.5,55.0,8.900561780022652,-4.0,134.0,-0.0298507462686567,2024-02-06 14:52:00,2024-02-06 15:25:00
TRIP018,2024-02-06 06:04:15,0.9,1.5,8.9,57.0,9.07028114227999,,,,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP018,2024-02-06 06:07:42,2.3,0.8,9.7,19.0,10.000999950005,-38.0,207.0,-0.1835748792270531,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP018,2024-02-06 06:07:43,2.4,1.7,9.8,52.0,10.231813133555558,33.0,1.0,33.0,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP018,2024-02-06 06:14:26,2.9,1.9,9.5,44.0,10.112863096077191,-8.0,403.0,-0.0198511166253101,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP018,2024-02-06 06:14:44,2.2,1.2,8.5,14.0,8.86171540955813,-30.0,18.0,-1.6666666666666667,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP018,2024-02-06 06:22:37,0.2,1.3,8.7,29.0,8.798863562983573,15.0,473.0,0.0317124735729386,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP018,2024-02-06 06:28:12,0.5,0.2,9.5,38.0,9.515250916292224,9.0,335.0,0.026865671641791,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP018,2024-02-06 06:29:34,0.2,0.1,9.5,15.0,9.50263121456368,-23.0,82.0,-0.2804878048780488,2024-02-06 18:00:00,2024-02-06 18:32:00
TRIP019,2024-02-06 06:04:19,2.3,1.1,9.5,30.0,9.836157786453,,,,2024-02-06 19:05:00,2024-02-06 19:38:00
